investor_id,firm,score,max_score,status,missing_fields,partner_count,portfolio_company_count,website,source_url,focus_sectors,investment_stage,geography,contact_links,updated_at
55,Crescendo,5,7,usable,partners; portfolio_companies,0,0,https://crescendo.ai/,https://crescendo.ai/news/latest-vc-investment-deals-in-ai-startups,Artificial Intelligence,Series A; Seed,Global,https://www.crescendo.ai/live; https://www.crescendo.ai/; https://news.microsoft.com/source/asia/2026/04/03/microsoft-deepens-its-commitment-to-japan-with-10-billion-investment-in-ai-infrastructure-cybersecurity-workforce/; https://www.cnbc.com/2026/03/31/openai-funding-round-ipo.html,2026-05-26T07:14:08.186866
232,Crescendo AI,5,7,usable,partners; portfolio_companies,0,0,https://www.crescendo.ai/,https://crescendo.ai/news/latest-vc-investment-deals-in-ai-startups,B2B SaaS; Artificial Intelligence,Seed; Series A,India; United States; Europe,https://www.crescendo.ai/; info@crescendo.ai; careers@crescendo.ai,2026-05-27T09:34:27.133485
56,Crescendo Live,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.crescendo.ai,https://www.crescendo.ai/team,Artificial Intelligence,,United States,https://www.linkedin.com/; https://twitter.com/; https://www.crescendo.ai/live/contact; https://www.crescendo.ai; info@crescendo.ai; careers@crescendo.ai,2026-05-27T11:24:43.278167
258,Crunchbase,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://news.crunchbase.com,https://news.crunchbase.com/venture/voice-ai-startups-global-investment,Artificial Intelligence,,United States; Europe,https://news.crunchbase.com/unicorn-company-list/; https://news.crunchbase.com/startups/tech-layoffs/; https://news.crunchbase.com/company-ipo-exits-list/; https://news.crunchbase.com/biggest-us-vc-startup-funding-deals-2023/; https://news.crunchbase.com/web3-startups-investors/; https://news.crunchbase.com/sections/data/,2026-05-27T09:35:01.653444
305,CRV,6,7,strong,partners,0,8,https://crv.com,https://crv.com/content/b2b-saas-ai-startup-investment-criteria,Artificial Intelligence,Seed; Series A,United States,mailto:helpdesk@crv.com; https://crv.com/,2026-05-27T09:53:16.718055
57,CSET,5,7,usable,partners; portfolio_companies,0,0,https://cset.georgetown.edu/,https://cset.georgetown.edu/wp-content/uploads/CSET-Corporate-Investors-in-Top-U.S.-AI-Startups.pdf,Artificial Intelligence,Seed; Growth Stage; Series B; Series A,United States,https://cset.georgetown.edu/team; https://cset.georgetown.edu/staff/aditi-kumar/; https://cset.georgetown.edu/staff/adrian-thinnyun/; https://cset.georgetown.edu/staff/ali-crawford/; https://cset.georgetown.edu/staff/andrea-guerrero/,2026-05-27T09:34:28.413120
306,Cybernetix Ventures,5,7,usable,partners; portfolio_companies,0,0,https://cybernetix.vc,https://cybernetix.vc,Artificial Intelligence; B2B SaaS,Seed; Series A,United States; Europe,mailto:hello@cybernetix.vc,2026-05-27T09:53:17.955718
274,D2 Fund,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://www.d2.fund/,https://visible.vc/blog/top-b2b-investors,B2B SaaS; Artificial Intelligence,Series A; Seed,India; United States; Europe,,2026-05-27T09:35:31.849841
58,Dakota,5,7,usable,partners; portfolio_companies,0,0,https://dakota.com,https://dakota.com/resources/blog/top-10-venture-capital-firms-investing-in-ai,B2B SaaS,Growth Stage,Global,https://meetings.hubspot.com/fsmith4/contact-us,2026-05-27T09:53:19.654201
59,Dealroom,6,7,strong,partners,0,9,https://dealroom.net,https://dealroom.net/blog/top-venture-capital-firms,B2B SaaS; Artificial Intelligence,Seed; Series A,India; United States; Europe,https://dealroom.co/leadership; https://dealroom.co/contact; https://dealroom.co/book-demo; https://dealroom.net/contact,2026-05-27T09:53:20.596017
367,Dealroom.co,5,7,usable,partners; portfolio_companies,0,0,https://dealroom.co,https://app.dealroom.co/lists/34715,Artificial Intelligence; B2B SaaS,Series A; Seed,India; United States,https://dealroom.co/contact; https://dealroom.co/leadership; https://dealroom.co/book-demo,2026-05-27T09:53:05.435990
235,Demand Gen Capital,7,7,strong,,1,1,https://demandgenreport.com,https://demandgenreport.com/industry-news/surge-in-b2b-tech-funding-as-investors-focus-on-data-and-revenue-growth-areas/5782,B2B SaaS,Growth Stage,United States,https://demandgenreport.com/contact/; https://linkedin.com/company/demand-gen-capital,2026-05-27T09:34:29.555376
61,DemandGen Report,5,7,usable,partners; portfolio_companies,0,0,https://www.demandgenreport.com/,https://demandgenreport.com/industry-news/surge-in-b2b-tech-funding-as-investors-focus-on-data-and-revenue-growth-areas/5782,Artificial Intelligence; B2B SaaS,Series A; Seed; Growth Stage; Series B,Global,https://www.demandgenreport.com/about/; https://www.demandgenreport.com/advertise/; https://www.demandgenreport.com/editorial-calendar/; https://www.demandgenreport.com/subscribe/; https://www.demandgenreport.com/podcasts/; https://www.demandgenreport.com/events/,2026-05-27T06:01:49.559963
62,Destination CRM,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://destinationcrm.com,https://destinationcrm.com/Articles/Columns-Departments/The-Tipping-Point/Voice-AI-Is-Fueling-Serious-Investment-Interest-170153.aspx,Voice AI,Seed,Global,,2026-05-27T09:34:29.932752
307,Develocity,3,7,thin,focus_sectors; investment_stage; partners; portfolio_companies,0,0,https://develocity.io,https://develocity.io/empowering-innovation-the-surge-of-vc-funding-in-developer-tool-startups-scaleups-and-unicorns,,,United States,https://develocity.io/sitemap.xml; https://develocity.io/privacy-policy/; https://develocity.io/7d66970b98d341d5,2026-05-28T05:28:13.893559
308,Devtool Angels,6,7,strong,partners,0,3,https://devtoolangels.com,https://devtoolangels.com,B2B SaaS,Seed,India; United States; Europe,https://twitter.com/nutlope,2026-05-27T09:53:21.402558
63,Digiqt,6,7,strong,partners,0,9,https://digiqt.com/contact,https://digiqt.com/blog/voice-agents-in-venture-capital,Enterprise AI; Artificial Intelligence; B2B SaaS,Series A; Seed; Growth Stage,India; United States; Europe,https://digiqt.com/contact-us; https://www.linkedin.com/in/madhumalhotra/; https://www.linkedin.com/in/sandeep-pandey-1b96a240/; https://www.linkedin.com/in/hiteshpatel/; https://www.linkedin.com/in/co-founder-of-quantify-capital-sisodiya/; https://www.linkedin.com/in/vijay-shah-35786b1a/,2026-05-26T07:14:09.928841
236,Digiqt Technolabs,5,7,usable,investment_stage; partners,0,2,https://digiqt.com,https://digiqt.com/blog/voice-agents-in-venture-capital,Artificial Intelligence,,India,https://digiqt.com/contact; https://digiqt.com/contact-us,2026-05-27T09:34:30.624667
309,DNX Ventures,6,7,strong,partners,0,3,https://dnx.vc,https://dnx.vc/usfund/about,B2B SaaS,Seed,Global,https://dnx.vc/usfund/contact,2026-05-27T09:53:22.264867
64,Earthian AI,6,7,strong,partners,0,3,https://earthianai.com,https://earthianai.com/realtime-venture-capital-leaderboard,Artificial Intelligence,Pre-Seed,Global,https://www.earthianai.com/contact; https://www.earthianai.com/team; https://www.earthianai.com/leadership; https://www.earthianai.com/companies; https://www.earthianai.com/people; https://www.earthianai.com/portfolio; https://www.earthianai.com/realtime-venture-capital-leaderboard,2026-05-26T07:14:10.680521
65,East Ventures,6,7,strong,partners,0,2,https://www.linkedin.com/company/eastventures/,,Artificial Intelligence,Seed,Southeast Asia,https://www.linkedin.com/company/eastventures/,2026-05-27T06:01:49.559963
66,Edison Partners,6,7,strong,partners,0,18,https://www.edisonpartners.com/,,B2B SaaS,Growth Stage,United States,https://twitter.com/kellyford; https://www.linkedin.com/in/kellyford/,2026-05-26T07:14:11.392945
67,Efficient Capital Labs,5,7,usable,partners; portfolio_companies,0,0,https://ecaplabs.com/,https://ecaplabs.com/blogs/saas-funding-india,B2B SaaS; Artificial Intelligence,Seed; Series A,India; United States,https://www.linkedin.com/company/ecaplabs/; https://ecaplabs.com/contact,2026-05-27T09:53:22.780834
68,EisnerAmper,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.eisneramper.com/,,Artificial Intelligence,,Global,https://www.linkedin.com/company/eisneramper/; https://twitter.com/EisnerAmper,2026-05-26T07:14:13.034817
310,Elevation Capital,5,7,usable,partners; portfolio_companies,0,0,https://elevationcapital.com,https://elevationcapital.com/portfolio,Enterprise AI,Series A,India,https://elevationcapital.com/contact; https://x.com/elevcap; https://www.linkedin.com/company/elevationcap; https://www.instagram.com/elevationcap; https://www.youtube.com/@ElevationCap; https://elevationcapital.com/pitch,2026-05-27T09:53:23.883580
69,ElevenLabs,5,7,usable,partners; contact_links,0,1,https://substack.com/@guillermoflor,,Voice AI,Pre-Seed,Global,,2026-05-26T07:14:13.196369
70,EnCharge AI,5,7,usable,investment_stage; partners,0,1,https://www.enchargeai.com/,,Artificial Intelligence,,Global,https://www.enchargeai.com/contact,2026-05-26T07:14:13.436160
71,Endiya,6,7,strong,partners,0,1,https://www.endiya.com/,https://endiya.com,Artificial Intelligence,Series A; Seed,India,https://twitter.com/endiyavc; https://www.linkedin.com/company/endiya-partners; https://instagram.com/endiyavc?igshid=YmMyMTA2M2Y=; https://www.facebook.com/endiyapartners/; mailto:contact@endiya.com,2026-05-26T07:14:13.696544
72,Endiya Partners,6,7,strong,partners,0,1,https://www.endiya.com,https://endiya.com,B2B SaaS,Seed; Series A,India; United States,https://twitter.com/endiyavc; https://www.linkedin.com/company/endiya-partners; https://instagram.com/endiyavc?igshid=YmMyMTA2M2Y=; https://www.facebook.com/endiyapartners/; mailto:contact@endiya.com,2026-05-27T09:34:32.010284
238,EQT Group,4,7,usable,focus_sectors; partners; portfolio_companies,0,0,https://eqtgroup.com,https://eqtgroup.com/en/thinq/Education/what-are-the-different-stages-of-private-equity,,Seed; Series A,India; United States; Europe,https://eqtgroup.com/contact; https://eqtgroup.com/about/people,2026-05-27T09:34:32.269253
73,Eqvista,6,7,strong,partners,0,15,https://eqvista.com,https://eqvista.com/best-100-active-venture-capitalist-firms-for-startup-funding,Artificial Intelligence; B2B SaaS,Seed; Series A,Global; India; United States; Europe,https://eqvista.com/companies; https://eqvista.com/equity/; https://eqvista.com/types-of-company-funding/steps-to-seed-funding/; https://eqvista.com/seed-funding/seed-round-funding/; https://eqvista.com/types-of-company-funding/different-type-of-investors/; https://eqvista.com/top-50-pre-seed-angel-investors/; https://eqvista.com/people; https://eqvista.com/409a-valuation/; https://eqvista.com/services/real-time-company-valuation/; https://eqvista.com/services/cap-table/; https://eqvista.com/services/migrating-cap-table/,2026-05-27T09:53:24.370542
321,Euclid,5,7,usable,partners; portfolio_companies,0,0,https://www.euclid.vc/,https://insights.euclid.vc/p/early-stage-vc-in-the-age-of-vertical,Artificial Intelligence; B2B SaaS,Seed; Series A,United States,https://insights.euclid.vc/about; https://insights.euclid.vc/notes,2026-05-27T09:54:00.488711
311,F4 Fund,6,7,strong,partners,0,26,https://f4.fund,https://f4.fund/investors/devtools/hr-tech,Artificial Intelligence; B2B SaaS,Seed; Series A,India; United States; Europe,https://f4.fund/founder/apply,2026-05-27T09:53:25.724609
74,F6 Ventures,5,7,usable,partners; portfolio_companies,0,0,https://shizune.co/investors/saas-investors-middle-east#saas-investors-middle-east-organization-flat6labs,https://shizune.co/investors/saas-investors-middle-east,B2B SaaS,Series A; Seed,Middle East,https://shizune.co/investors/saas-investors-middle-east#saas-investors-middle-east-organization-flat6labs,2026-05-26T11:52:16.708621
75,Failory,5,7,usable,partners; portfolio_companies,0,0,https://failory.com,https://failory.com/startups/saas,B2B SaaS; Artificial Intelligence,Seed; Series A,United States; Europe; India; Global,https://twitter.com/nicocerdeira; mailto:nico@failory.com; https://nicocerdeira.com/; https://www.failory.com/subscribe; https://www.passionfroot.me/failory; https://www.failory.com/contribute; https://nicocerdeira.com; https://www.failory.com/; https://www.failory.com/people#; https://www.failory.com/portfolio#; https://www.failory.com/leadership#; https://failory.com/contact,2026-05-27T09:53:29.302227
76,Falcon LLC,3,7,thin,investment_stage; partners; portfolio_companies; contact_links,0,0,https://www.falconllc.com,https://www.falconllc.com/team,B2B SaaS,,Global,,2026-05-28T05:28:24.351506
312,Favour Capital,7,7,strong,,1,2,https://favour-capital.com,https://favour-capital.com/__static/1e432519f4df4ab47c8bc49a26836678/sea-b-2-b-digitization-leap-_-favour-capital.pdf,B2B SaaS,Growth Stage,Southeast Asia,https://favour-capital.com,2026-05-27T09:53:30.253409
77,FeatherHQ,5,7,usable,partners; portfolio_companies,0,0,https://www.featherhq.com,https://featherhq.com/blog/ai-voice-agent-pricing-kpis,B2B SaaS; Voice AI,Series B; Growth Stage; Series A; Seed,United States,https://www.featherhq.com,2026-05-27T09:34:35.634747
313,Felicis Ventures,6,7,strong,partners,0,24,https://felicis.com,https://felicis.com/blog/market-size-vertical-ai,Artificial Intelligence; B2B SaaS,Seed; Series A; Series B,United States; Europe,https://felicis.com/team; https://felicis.com/companies,2026-05-27T09:53:32.328193
78,Fenwick,7,7,strong,,2,1,https://www.fenwick.com/,,Artificial Intelligence,Series B,Global,https://twitter.com/fenwickllp; https://www.linkedin.com/company/fenwick/,2026-05-26T07:14:15.893608
315,Fika Ventures,6,7,strong,partners,0,6,https://fika.vc/,https://fika.vc,B2B SaaS,Series A,United States; Canada,https://fika.vc/,2026-05-27T09:53:35.649268
316,FirmRoom,5,7,usable,partners; portfolio_companies,0,0,https://firmroom.com,https://firmroom.com/de/blog/top-venture-capital-firms,Artificial Intelligence; B2B SaaS,Seed,India; United States; Europe,https://firmroom.com/contact; https://www.youtube.com/channel/UCIpm6DNXKbZqS0cLyKraQUg; https://www.facebook.com/dealroom.net/; https://twitter.com/dealroominc; https://www.linkedin.com/company/dealroom/,2026-05-27T09:53:36.506516
79,First Harmonic,6,7,strong,partners,0,1,https://www.firstharmonic.com/,,B2B SaaS; Artificial Intelligence,Seed; Pre-Seed,United States,https://twitter.com/firstharmonic; https://www.linkedin.com/company/first-harmonic/,2026-05-26T07:14:16.304202
317,Five Elms Capital,5,7,usable,investment_stage; partners,0,11,https://fiveelms.com,https://fiveelms.com/portfolio,B2B SaaS,,India; United States,https://www.fiveelms.com/company/360player/; https://www.fiveelms.com/company/activeprospect/; https://www.fiveelms.com/company/apptegy/; https://www.fiveelms.com/company/asknicely/; https://www.fiveelms.com/company/barti/; https://www.fiveelms.com/company/claravine/; https://www.fiveelms.com/company/continu/; https://www.fiveelms.com/company/contractsafe/; https://www.fiveelms.com/company/covideo/; https://www.fiveelms.com/company/crelate/; https://www.fiveelms.com/company/darkowl/,2026-05-27T09:53:37.523202
80,Folk,6,7,strong,partners,0,1,https://folk.app,https://folk.app/famous-lists-templates/top-300-angel-investors-in-the-middle-east,B2B SaaS,Series A; Seed; Growth Stage; Series B,Middle East; India; United States; Europe,https://www.linkedin.com/in/omar-christidis-4a4a6a1b/; https://www.linkedin.com/in/alexis-1b1b1b1b/; https://folk.app/team; https://folk.app/famous-lists-templates/top-300-angel-investors-in-the-middle-east; https://app.folk.app/shared/Top-300-Angel-Investors-in-Middle-East-VVO9GzjSYl8wi6WMwIrsBC9EFhKAegYZ; https://app.folk.app/; https://www.folk.app/community/famous-lists-templates; https://www.folk.app/team#; https://www.folk.app/de/team; https://www.folk.app/ja/team; https://www.folk.app/zh/team; https://www.folk.app/ko/team; https://www.folk.app/it/team; https://www.folk.app/fr/team; https://www.folk.app/pt/team; https://www.folk.app/es/team; https://www.folk.app/nl/team; https://folk.app/,2026-05-27T09:53:41.234262
239,Folk Ventures,5,7,usable,partners; portfolio_companies,0,0,https://www.folk.app/,https://folk.app/famous-lists-templates/top-300-angel-investors-in-the-middle-east,B2B SaaS,Seed; Series A,India; United States; Europe,https://www.folk.app/team; https://www.folk.app/famous-lists-templates/top-300-angel-investors-in-the-middle-east,2026-05-26T11:51:57.124116
81,Forbes,5,7,usable,partners; portfolio_companies,0,0,https://www.forbes.com,https://forbes.com/lists/ai50,Artificial Intelligence; B2B SaaS,Seed; Series A,United States,https://www.forbes.com/sites/chloesorvino/; https://www.forbes.com/sites/willyakowicz/; https://www.forbes.com/sites/antoniopequenoiv/; https://www.forbes.com/business/; https://www.forbes.com/food-drink/; https://www.forbes.com/vices/,2026-05-26T07:14:16.916486
82,Forum Ventures,6,7,strong,partners,0,12,https://forumvc.com,https://forumvc.com/thought-pieces/evaluating-a-post-money-safe-for-your-b2b-ai-startup,B2B SaaS; Artificial Intelligence,Seed; Series A,Global; United States,https://www.forumvc.com/pitch-us; https://forumvc.com/about; https://forumvc.com/careers; https://forumvc.com/; https://forumvc.com/careers?ashby_jid=4dfb6a93-df8d-4bdd-9591-f7c5573753e2,2026-05-27T09:53:43.671140
240,Founderpath,5,7,usable,partners; portfolio_companies,0,0,https://saastock.com,https://saastock.com/blog/saas-investors-vcs-australasia,B2B SaaS; Artificial Intelligence,Series A; Seed,United States; Europe,https://app.founderpath.com/get-started?utm_source=marketing&utm_medium=organic&redirect_url=https%3A%2F%2Ffounderpath.com%2Fpartners&utm_campaign=partners&utm_term=partner-apply; https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewPodcast?id=1023761733; https://saastock.com/about; https://saastock.com/companies,2026-05-27T09:54:28.138948
83,Foundershield,5,7,usable,partners; portfolio_companies,0,0,https://foundershield.com,https://foundershield.com/blog/venture-capital-investing-early-stage-startups,Artificial Intelligence; B2B SaaS,Seed; Series A,India; Europe,https://www.linkedin.com/company/foundershield/; https://twitter.com/foundershield; https://foundershield.com/team,2026-05-27T09:53:44.825668
241,FundComb Capital,5,7,usable,partners; portfolio_companies,0,0,https://fundcomb.com,https://fundcomb.com/lists/largest/venture-capital/middle-east,Artificial Intelligence,Series A; Seed,Middle East,https://fundcomb.com/search; https://fundcomb.com/lists/largest; https://fundcomb.com/overview,2026-05-27T09:34:42.346343
84,Fundraise Insider,6,7,strong,partners,0,13,https://fundraiseinsider.com/,https://fundraiseinsider.com/blog/b2b-saas-companies,B2B SaaS,Series A; Seed,United States,https://fundraiseinsider.com/pricing/; https://fundraiseinsider.com/blog/b2b-saas-companies/#showform-237447,2026-05-27T09:34:42.539952
85,fundtq,6,7,strong,portfolio_companies,1,0,https://fundtq.com,https://fundtq.com/people,B2B SaaS; Artificial Intelligence,Series A; Pre-Seed; Series B,India,https://fundtq.com/,2026-05-27T11:25:33.775286
319,GenAI Fund,5,7,usable,partners; portfolio_companies,0,0,https://genaifund.ai,https://genaifund.ai/our-portfolio,Artificial Intelligence; B2B SaaS,Seed,United States,https://genaifund.ai/people,2026-05-27T09:53:45.348045
86,General Catalyst,6,7,strong,contact_links,3,3,https://generalcatalyst.com/,https://bolna.ai/newsroom/bolna-bags-63-million-seed-funding-led-by-general-catalyst-to-build-indias-voice-ai-platform,Voice AI,Series B; Pre-Seed; Series A; Seed,India,,2026-05-27T09:53:10.779606
87,Genesis Alternative Ventures,6,7,strong,partners,0,5,https://www.genesisventures.co/,,Artificial Intelligence,Series A; Seed; Growth Stage,Southeast Asia; India,https://www.linkedin.com/in/daverichards/,2026-05-27T06:01:49.559963
234,Georgetown’s Center for Security and Emerging Technology (CSET),5,7,usable,partners; portfolio_companies,0,0,https://cset.georgetown.edu/,https://cset.georgetown.edu/wp-content/uploads/CSET-Corporate-Investors-in-Top-U.S.-AI-Startups.pdf,Artificial Intelligence,Seed; Series A,United States,https://cset.georgetown.edu/team; https://cset.georgetown.edu/staff/aditi-kumar/; https://cset.georgetown.edu/staff/adrian-thinnyun/; https://cset.georgetown.edu/staff/ali-crawford/; https://cset.georgetown.edu/staff/andrea-guerrero/,2026-05-26T11:51:54.472741
88,GetLatka,6,7,strong,partners,0,2,https://getlatka.com,https://getlatka.com/companies/industries/i-ai-agents,Voice AI,Series B; Seed; Series A; Growth Stage,United States,https://getlatka.com/api/v2/auth/oauth/google/start; https://getlatka.com/api/v2/auth/oauth/linkedin/start; https://getlatka.com/auth/login,2026-05-27T09:34:42.826800
89,Gilion,6,7,strong,partners,0,2,https://vc-mapping.gilion.com/,https://vc-mapping.gilion.com/venture-capital-firms/software-investors,B2B SaaS; Artificial Intelligence,Series B; Series A; Seed,Global; India; United States; Europe,https://vc-mapping.gilion.com/; https://www.gilion.com/funding/investor-matching,2026-05-27T09:54:48.043739
90,GITEX AI ASIA,6,7,strong,partners,0,1,https://gitexasia.com,https://gitexasia.com/ai-100,Artificial Intelligence,Seed,Asia,https://gitexasia.com/partners; https://www.youtube.com/channel/UC8Kh1YZY_33YBrbQi6iVWgw,2026-05-27T09:34:42.988653
242,Global Corporate Venturing,5,7,usable,partners; portfolio_companies,0,0,https://globalventuring.com,https://globalventuring.com/corporate/asia/qualcomm-invests-150m-in-indian-ai-startups,Artificial Intelligence,Series A; Seed,India; United States; Europe,https://globalventuring.com/news; https://globalventuring.com/people; https://globalventuring.com/analysis; https://globalventuring.com/deals; https://globalventuring.com/size; https://globalventuring.com/sectors; https://globalventuring.com/region; https://globalventuring.com/comment,2026-05-26T11:51:59.187009
280,Global Venturing,5,7,usable,partners; portfolio_companies,0,0,https://globalventuring.com,https://globalventuring.com/corporate/asia/qualcomm-invests-150m-in-indian-ai-startups,Artificial Intelligence,Series A; Seed,India; United States; Europe,https://globalventuring.com/contact; https://globalventuring.com/about-us/privacy-policy/; https://globalventuring.com/news; https://globalventuring.com/people; https://globalventuring.com/analysis; https://globalventuring.com/deals; https://globalventuring.com/size; https://globalventuring.com/sectors; https://globalventuring.com/region; https://globalventuring.com/comment,2026-05-27T09:34:43.142849
91,Golden Angels Investors,4,7,usable,focus_sectors; geography; partners,0,3,https://goldenangelsinvestors.com,https://goldenangelsinvestors.com/team,,Series B; Pre-Seed; Series A; Growth Stage; Seed,,https://www.linkedin.com/company/golden-angels-network/,2026-05-28T05:31:42.725015
243,Goldman Sachs,3,7,thin,investment_stage; geography; partners; portfolio_companies,0,0,https://www.goldmansachs.com,https://goldmansachs.com/insights/articles/which-software-companies-will-benefit-from-ai,Artificial Intelligence,,,https://www.goldmansachs.com/our-firm/our-people-and-leadership/leadership#; https://www.goldmansachs.com/privacy-and-cookies; https://www.goldmansachs.com/terms-and-conditions; https://www.goldmansachs.com/homepage; https://www.goldmansachs.com/our-firm/our-people-and-leadership; https://www.goldmansachs.com/what-we-do/investment-banking; https://www.goldmansachs.com/what-we-do/ficc-and-equities; https://www.goldmansachs.com/what-we-do/transaction-banking; https://www.goldmansachs.com/what-we-do/asset-management; https://www.goldmansachs.com/what-we-do/ayco; https://www.goldmansachs.com/what-we-do/enterprise-partnerships; https://www.goldmansachs.com/insights/artificial-intelligence; https://www.goldmansachs.com/team; https://www.goldmansachs.com/what-we-do/our-businesses; https://www.goldmansachs.com/insights; https://www.goldmansachs.com/our-firm/purpose-and-values,2026-05-28T05:29:05.105733
92,Greylock Partners,6,7,strong,partners,0,5,https://greylock.com,https://greylock.com/greymatter/vertical-ai,B2B SaaS; Artificial Intelligence,Series A; Seed,India; United States,https://www.linkedin.com/company/greylock-partners/; https://twitter.com/GreylockVC; https://www.youtube.com/channel/UCZ7x7yDBbEFCGztD8BYvRhA; https://greylock.com/contact-us/,2026-05-27T09:53:45.690266
285,Gripped,4,7,usable,geography; partners; portfolio_companies,0,0,https://gripped.io,https://gripped.io/b2b-saas/top-saas-vc-firms-b2b,B2B SaaS,Series A; Seed,,https://gripped.io/contact; https://gripped.io/our-team#talk,2026-05-27T09:53:46.236826
93,Gritt.io,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://www.gritt.io/,,B2B SaaS; Artificial Intelligence,Seed,United States; India,,2026-05-27T06:01:49.559963
94,Grow Equity,5,7,usable,partners; portfolio_companies,0,0,https://growthequityinterviewguide.com/,https://growthequityinterviewguide.com/venture-capital/sector-focused-venture-capital/saas-vc-firms,Artificial Intelligence,Seed,Global,https://growthequityinterviewguide.com/contact; https://growthequityinterviewguide.com/team,2026-05-26T07:14:21.650333
95,Growfusely,6,7,strong,partners,0,3,https://growfusely.com,https://growfusely.com/blog/vc-firms-for-saas-india,B2B SaaS,Series A; Seed,India; Europe,https://growfusely.com/schedule-a-call/,2026-05-27T09:53:47.656200
245,Growth Equity Interview Guide,5,7,usable,partners; portfolio_companies,0,0,https://growthequityinterviewguide.com,https://growthequityinterviewguide.com/venture-capital/sector-focused-venture-capital/saas-vc-firms,B2B SaaS; Artificial Intelligence,Series A; Seed,India; United States; Europe,https://growthequityinterviewguide.com/people; https://growthequityinterviewguide.com/partners,2026-05-27T09:34:44.781582
247,Growth Turbine,4,7,usable,geography; partners; portfolio_companies,0,0,https://growthturbine.com,https://growthturbine.com/sectors/saas-b2b-software-investor-acquisition,B2B SaaS,Seed,,https://growthturbine.com/contact-us; https://growthturbine.com/about-us,2026-05-27T09:34:46.828045
287,GrowthCap,5,7,usable,partners; portfolio_companies,0,0,https://growthcapadvisory.com,https://growthcapadvisory.com/the-top-healthcare-investors-of-2026,Artificial Intelligence; B2B SaaS,Seed,India; United States; Europe,https://growthcapadvisory.com/contact/,2026-05-27T09:53:49.186735
98,GrowthList,6,7,strong,partners,0,4,https://growthlist.co,https://growthlist.co/saas-vc,B2B SaaS,Series A; Seed,India; United States; Europe; Global,https://growthlist.co/pricing/; https://growthlist.co/growthlist-bespoke/; https://growthlist.co/register/; mailto:support@growthlist.co; mailto:press@growthlist.co; mailto:hi@growthlist.co; https://growthlist.co/faqs/; https://growthlist.co/contact; https://growthlist.co/team; https://growthlist.co/partners,2026-05-27T08:33:03.043241
246,GrowthList Ventures,5,7,usable,partners; portfolio_companies,0,0,https://growthlist.co,https://growthlist.co/series-b-startups,B2B SaaS; Artificial Intelligence,Series A; Seed,Global; India; United States; Europe,https://growthlist.co/contact; https://growthlist.co/team; https://growthlist.co/partners; https://growthlist.co/pricing/; https://growthlist.co/growthlist-bespoke/; https://growthlist.co/register/; mailto:support@growthlist.co; mailto:press@growthlist.co; mailto:hi@growthlist.co; https://growthlist.co/faqs/; https://growthlist.co/series-b-startups#recently-funded-series-b-startups,2026-05-27T09:53:54.709917
99,GrowthMentor,5,7,usable,partners; portfolio_companies,0,0,https://growthmentor.com,https://growthmentor.com/blog/venture-capital-europe,B2B SaaS,Series A; Seed,United States; Europe,https://www.linkedin.com/in/fotis-panagio/; https://www.linkedin.com/in/jessica-volbrecht/; https://www.linkedin.com/in/alekmanov/; https://www.linkedin.com/in/elisavetmaniou/; https://www.growthmentor.com/; https://app.growthmentor.com/search,2026-05-27T09:53:55.803953
100,Groww,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://groww.in,https://groww.in/blog/best-artificial-intelligence-stocks-in-india,Artificial Intelligence,,India,https://groww.in/contact; https://groww.in/blog,2026-05-27T09:34:46.954511
101,GV (formerly Google Ventures),6,7,strong,portfolio_companies,1,0,https://www.gv.com/,,Artificial Intelligence,Series A; Seed; Series B,Global,https://www.linkedin.com/company/google-ventures/; https://twitter.com/gv,2026-05-26T07:14:23.533798
284,Harlem Capital,5,7,usable,geography; portfolio_companies,5,0,https://harlem.capital,https://harlem.capital/diving-deep-into-ai-in-b2b-saas-companies,Artificial Intelligence; B2B SaaS,Seed,,https://harlem.capital/contact; https://harlem.capital/team/henri-pierre-jacques; https://harlem.capital/team/jarrid-tingle; https://harlem.capital/team/brandon-bryant; https://harlem.capital/team/gabby-cazeau; https://harlem.capital/team/nicole-detommaso,2026-05-27T09:34:47.143566
102,Harvard Business School,6,7,strong,partners,0,3,https://www.hbs.edu/,https://hbs.edu/private-capital/Documents/Events/The%20Growth%20of%20European%20Venture%20Capital.pdf,B2B SaaS,Growth Stage,United States; Europe,https://www.hbs.edu/about/mission; https://www.hbs.edu/about/campus-and-culture/community-values; https://www.hbs.edu/about/academic-programs; https://www.hbs.edu/mba; https://www.hbs.edu/doctoral,2026-05-27T09:34:47.636561
103,Hg,5,7,usable,partners; portfolio_companies,0,0,https://hgcapital.com/,,B2B SaaS,Growth Stage,Europe; United States,https://hgcapital.com/contact/,2026-05-27T06:01:49.559963
